Product_ID,Brand,Price,Quantity (L),Consume_Region,Packaging_Type,Water_Type,pH_Level,TDS (ppm),Source,Retailer_Type,Sales_Channel,Temperature_Storage (°C),Consumer_Age_Group,Annual_Sales
PW1219,Evian,4.87,1.2,Australia,Bottle,Purified,6.96,469,Filtered,Convenience Store,Offline,24.9,Adults,32603
PW1220,San Pellegrino,0.91,1.74,Europe,Can,Mineral,6.26,411,Rainwater,Supermarket,Online,15.2,Adults,29889
PW1221,Aquafina,4.7,1.92,Australia,Box,Purified,8.24,432,Municipal,Supermarket,Online,15.5,Children,26806
PW1222,Perrier,0.55,0.7,Asia,Can,Sparkling,7.71,255,Rainwater,Online,Offline,18.5,Children,25544
PW1223,Evian,3.39,0.89,Africa,Bottle,Mineral,8.69,438,Well,Supermarket,Online,23.1,Teenagers,8341
PW1224,Perrier,1.83,0.33,North America,Bottle,Sparkling,8.63,345,Filtered,Pharmacy,Offline,24.3,Teenagers,6883
PW1225,Evian,2.83,1.33,Africa,Can,Mineral,7.69,367,Municipal,Wholesale,Offline,5.5,Adults,41442
PW1226,Perrier,1.55,1.34,Australia,Can,Purified,6.25,195,Rainwater,Convenience Store,Online,4.8,Children,7826
PW1227,Nestle Pure Life,3.28,1.76,Europe,Box,Spring,6.26,342,Rainwater,Online,Offline,20.1,Adults,1774
PW1228,San Pellegrino,2.39,1.28,Africa,Can,Spring,7.91,143,Municipal,Wholesale,Online,4.4,Children,38216
PW1229,Perrier,1.37,0.61,South America,Bottle,Spring,8.52,217,Natural Spring,Online,Online,18,Adults,48025
PW1230,Aquafina,0.97,0.91,Africa,Pouch,Spring,6.9,195,Well,Online,Offline,18.6,Adults,46991
PW1231,San Pellegrino,4.7,1.25,Asia,Pouch,Mineral,8.88,454,Well,Convenience Store,Online,13.7,Teenagers,40191
PW1232,Fiji,3.44,0.21,Europe,Can,Alkaline,7.47,371,Well,Wholesale,Offline,18.8,Adults,4150
PW1233,Fiji,0.94,0.84,North America,Pouch,Distilled,8.75,108,Natural Spring,Pharmacy,Online,18.4,Children,38954
PW1234,Evian,1.78,0.92,North America,Bottle,Mineral,8.69,402,Rainwater,Online,Offline,18.4,Children,37373
PW1235,Voss,4.48,1.55,Asia,Pouch,Mineral,7.63,450,Municipal,Supermarket,Offline,4.2,Teenagers,9178
PW1236,Voss,4.5,1.48,Australia,Can,Spring,7.58,390,Natural Spring,Convenience Store,Online,11.1,Children,9406
PW1237,Fiji,4.92,0.23,Australia,Bottle,Purified,8.7,292,Natural Spring,Supermarket,Online,21.4,Teenagers,47906
PW1238,Perrier,4.59,1.47,Africa,Pouch,Distilled,7.67,139,Rainwater,Pharmacy,Online,24.6,Elderly,22722
PW1239,San Pellegrino,3.18,0.61,Africa,Bottle,Spring,6.78,247,Rainwater,Convenience Store,Online,13.1,Teenagers,35237
PW1240,Dasani,4.86,1.52,South America,Bottle,Sparkling,6.87,136,Municipal,Pharmacy,Online,4,Elderly,23746
PW1241,Fiji,1.05,1.98,South America,Pouch,Sparkling,8.03,394,Natural Spring,Online,Offline,6.6,Adults,44496
PW1242,Aquafina,4.91,1.19,Europe,Bottle,Spring,7.3,249,Natural Spring,Wholesale,Online,11.7,Adults,4717
PW1243,Smartwater,1.22,0.93,Australia,Box,Mineral,6.03,299,Municipal,Online,Online,5.6,Adults,28219
PW1244,Evian,1.52,0.44,Africa,Pouch,Spring,7.09,244,Filtered,Online,Online,21.4,Adults,35505
PW1245,Dasani,4.02,1.82,Asia,Box,Purified,8.44,118,Rainwater,Wholesale,Offline,5.2,Adults,39590
PW1246,San Pellegrino,1.43,0.3,Australia,Bottle,Alkaline,7.1,66,Filtered,Wholesale,Offline,23.3,Adults,5214
PW1247,Evian,1.66,0.44,Europe,Box,Distilled,6.91,77,Well,Online,Online,24.9,Adults,28139
PW1248,Voss,1.39,1.1,Australia,Pouch,Mineral,7.2,496,Natural Spring,Wholesale,Online,13.4,Teenagers,34596
PW1249,Perrier,1.07,0.4,Europe,Can,Spring,6.98,223,Rainwater,Convenience Store,Online,6.2,Adults,16824
PW1250,Fiji,2.13,1,South America,Can,Distilled,7.53,229,Rainwater,Online,Online,16,Elderly,7605
PW1251,Dasani,1.87,0.74,Australia,Box,Distilled,6.57,215,Rainwater,Pharmacy,Offline,4.2,Elderly,38753
PW1252,Voss,1.4,1.1,Australia,Box,Spring,6.17,222,Natural Spring,Online,Offline,15,Elderly,8258
PW1253,Nestle Pure Life,3.09,0.3,Africa,Bottle,Sparkling,8.86,212,Natural Spring,Wholesale,Offline,20.8,Children,6533
PW1254,Fiji,4.9,1.19,North America,Pouch,Distilled,8.55,436,Natural Spring,Online,Online,4.6,Teenagers,32648
PW1255,Fiji,3.41,1.62,Africa,Can,Distilled,6.92,192,Rainwater,Convenience Store,Online,11.9,Children,3793
PW1256,Evian,0.74,0.76,South America,Can,Alkaline,6.13,112,Municipal,Pharmacy,Offline,13,Adults,41413
PW1257,San Pellegrino,4.32,0.49,Europe,Box,Spring,6.38,447,Natural Spring,Supermarket,Offline,6.3,Adults,21716
PW1258,Aquafina,4.22,1.92,South America,Bottle,Distilled,8.44,132,Filtered,Pharmacy,Offline,20.9,Adults,15780
PW1259,Fiji,3.34,1.79,Europe,Can,Sparkling,8.58,342,Filtered,Pharmacy,Online,13.5,Adults,47387
PW1260,Voss,3.07,0.57,Europe,Box,Purified,7.69,422,Filtered,Pharmacy,Online,12,Elderly,24997
PW1261,Smartwater,2.16,0.2,Asia,Bottle,Mineral,8,336,Well,Online,Online,4.5,Teenagers,4657
PW1262,Dasani,3.36,1.61,Europe,Box,Mineral,6.62,214,Municipal,Pharmacy,Online,10.4,Elderly,13735
PW1263,Evian,1.68,0.47,Europe,Bottle,Purified,6.12,393,Rainwater,Supermarket,Online,4.2,Adults,20734
PW1264,Fiji,3.1,1.45,Africa,Can,Distilled,6.77,283,Municipal,Supermarket,Online,20.4,Elderly,19574
PW1265,Voss,1.4,1.99,South America,Can,Spring,7.12,390,Filtered,Pharmacy,Offline,20.3,Teenagers,5107
PW1266,Smartwater,1.34,0.9,North America,Box,Distilled,8.48,389,Natural Spring,Supermarket,Offline,20.8,Adults,24684
PW1267,Perrier,4.23,0.8,South America,Box,Sparkling,6.42,283,Municipal,Pharmacy,Offline,8.2,Children,41192
PW1268,Perrier,1.14,0.78,South America,Bottle,Purified,8.31,291,Well,Pharmacy,Offline,21.8,Teenagers,35746
PW1269,Perrier,2.93,1.45,Asia,Can,Sparkling,6.92,98,Municipal,Pharmacy,Offline,11.9,Teenagers,29128
PW1270,Evian,3.16,1.31,Europe,Box,Purified,8.85,378,Well,Pharmacy,Online,12,Teenagers,16541
PW1271,Perrier,0.78,1.28,Asia,Pouch,Alkaline,7.43,350,Municipal,Online,Online,22,Children,9073
PW1272,Fiji,1.66,1.6,Asia,Pouch,Distilled,7.4,432,Filtered,Wholesale,Offline,16.7,Teenagers,916
PW1273,Perrier,1.86,0.57,South America,Bottle,Mineral,6.59,473,Rainwater,Convenience Store,Offline,24.9,Teenagers,16130
PW1274,Fiji,3.98,1.07,South America,Bottle,Sparkling,8.49,81,Municipal,Wholesale,Offline,16.3,Adults,7404
PW1275,Fiji,2.67,0.22,North America,Box,Sparkling,6.43,462,Well,Online,Offline,10.4,Children,34032
PW1276,Dasani,0.73,0.37,Europe,Can,Sparkling,8.8,261,Rainwater,Pharmacy,Online,5.6,Elderly,11463
PW1277,Dasani,4.83,0.8,South America,Pouch,Purified,8.95,385,Rainwater,Online,Offline,13.6,Teenagers,40265
PW1278,Evian,1.03,1.78,Africa,Bottle,Mineral,7.59,215,Filtered,Supermarket,Offline,8.1,Elderly,13374
PW1279,Smartwater,4.97,1.11,Asia,Box,Purified,8.29,112,Well,Online,Offline,12.2,Elderly,1802
PW1280,Voss,0.51,1.52,Australia,Box,Distilled,7.57,479,Filtered,Convenience Store,Online,17.7,Adults,47608
PW1281,Fiji,2.73,1.97,Europe,Can,Mineral,6.5,381,Natural Spring,Online,Offline,10,Teenagers,11531
PW1282,Evian,3.83,1.55,Europe,Can,Sparkling,7.32,445,Well,Convenience Store,Offline,15.2,Teenagers,14107
PW1283,Perrier,2.33,1.57,Europe,Can,Mineral,6.5,476,Well,Supermarket,Online,17.4,Elderly,37271
PW1284,Smartwater,2.61,1.88,Africa,Bottle,Sparkling,7.57,204,Well,Online,Offline,20.9,Teenagers,19165
PW1285,Evian,2.91,0.72,North America,Pouch,Purified,6.87,188,Well,Convenience Store,Online,22.3,Adults,19609
PW1286,Evian,0.58,1.2,South America,Bottle,Alkaline,6.88,336,Natural Spring,Convenience Store,Online,21.9,Adults,13314
PW1287,Smartwater,4.27,1.31,Africa,Can,Alkaline,6.92,447,Natural Spring,Online,Online,15.4,Children,30755
PW1288,Smartwater,2.84,0.57,North America,Box,Sparkling,7.79,459,Municipal,Pharmacy,Offline,24.9,Adults,36649
PW1289,Fiji,3.92,1.72,Australia,Bottle,Mineral,7.65,312,Filtered,Convenience Store,Offline,24.9,Teenagers,30695
PW1290,Dasani,4.05,0.92,Australia,Pouch,Purified,6.83,266,Municipal,Online,Online,23,Teenagers,24494
PW1291,San Pellegrino,2.24,0.45,South America,Bottle,Spring,8.53,270,Rainwater,Online,Online,24.6,Elderly,49867
PW1292,Smartwater,1.15,1.07,Australia,Bottle,Alkaline,8.09,353,Natural Spring,Pharmacy,Online,10.6,Adults,45504
PW1293,Perrier,2.51,0.92,Asia,Bottle,Sparkling,7.44,450,Natural Spring,Convenience Store,Offline,17.8,Teenagers,13840
PW1294,Evian,1.57,1.42,Asia,Bottle,Sparkling,8.07,61,Well,Supermarket,Offline,15.1,Elderly,44934
PW1295,San Pellegrino,4.47,1.34,South America,Can,Purified,7.55,495,Rainwater,Wholesale,Online,20.2,Adults,30670
PW1296,Voss,1.56,0.61,North America,Pouch,Distilled,8.49,476,Well,Wholesale,Online,21.4,Adults,3217
PW1297,Voss,4.8,0.4,Asia,Box,Sparkling,7,438,Rainwater,Pharmacy,Offline,21.9,Elderly,44594
PW1298,San Pellegrino,3.65,0.63,Europe,Box,Alkaline,6.72,454,Municipal,Pharmacy,Offline,10.5,Elderly,18931
PW1299,Aquafina,2.71,1.37,Africa,Pouch,Distilled,6.41,301,Rainwater,Supermarket,Online,9.5,Adults,12843
PW1300,Evian,4.79,1.92,Australia,Can,Mineral,6.22,440,Filtered,Wholesale,Online,21.9,Teenagers,10603
PW1301,Voss,4.09,1.87,Europe,Pouch,Spring,8.67,438,Rainwater,Online,Offline,13.3,Teenagers,15161
PW1302,Voss,2.81,1.32,North America,Can,Distilled,8.93,98,Municipal,Wholesale,Offline,24.5,Adults,30145
PW1303,San Pellegrino,0.66,0.29,South America,Pouch,Alkaline,6.39,72,Municipal,Supermarket,Offline,17.5,Adults,33399
PW1304,Nestle Pure Life,4.09,1.42,Africa,Can,Spring,7.78,152,Rainwater,Online,Online,21.8,Teenagers,3973
PW1305,Voss,4.34,1.55,North America,Bottle,Mineral,8.52,52,Rainwater,Pharmacy,Online,8.4,Elderly,12747
PW1306,San Pellegrino,2.8,0.78,Europe,Bottle,Purified,6.42,484,Natural Spring,Pharmacy,Online,18.2,Adults,27323
PW1307,Evian,0.72,0.55,Asia,Box,Sparkling,6.82,235,Natural Spring,Convenience Store,Online,22,Children,44187
PW1308,Fiji,0.68,1.18,North America,Can,Alkaline,6.94,353,Well,Online,Offline,21.8,Adults,8075
PW1309,Aquafina,0.85,1.15,Europe,Box,Distilled,6.04,208,Natural Spring,Supermarket,Online,10.6,Teenagers,12785
PW1310,Evian,4.2,1.93,Asia,Box,Spring,6.41,142,Well,Wholesale,Online,23.5,Elderly,15746
PW1311,San Pellegrino,3.26,1.32,Europe,Box,Mineral,6.45,241,Municipal,Supermarket,Offline,15.2,Elderly,6703
PW1312,Perrier,4.19,1.72,North America,Box,Mineral,7.73,373,Filtered,Supermarket,Online,12.5,Adults,11791
PW1313,Perrier,2.58,0.28,South America,Can,Spring,7.64,264,Well,Online,Offline,4,Adults,14486
PW1314,Smartwater,0.87,1.21,South America,Box,Spring,6.59,322,Municipal,Supermarket,Online,17.4,Elderly,46600
PW1315,Nestle Pure Life,3.99,0.6,South America,Box,Purified,8.42,250,Well,Online,Offline,6.4,Adults,16377
PW1316,Aquafina,1,0.42,South America,Can,Distilled,6.45,194,Well,Online,Offline,18,Elderly,46615
PW1317,Fiji,3.8,0.71,South America,Pouch,Spring,8.13,289,Filtered,Convenience Store,Online,13.6,Teenagers,16459
PW1318,Evian,3.76,1.13,Africa,Bottle,Sparkling,7.15,310,Natural Spring,Wholesale,Online,22,Teenagers,28263
PW1319,Fiji,3.87,1.07,South America,Pouch,Spring,7.32,50,Municipal,Wholesale,Offline,24.9,Adults,30694
PW1320,Aquafina,3.85,0.35,Australia,Pouch,Mineral,8.1,346,Rainwater,Online,Offline,20.6,Teenagers,32378
PW1321,Smartwater,4.17,0.28,Australia,Bottle,Distilled,8.43,296,Natural Spring,Online,Online,12.3,Elderly,29664
PW1322,Perrier,0.71,1.96,South America,Can,Spring,7.75,248,Municipal,Wholesale,Offline,20.5,Elderly,8441
PW1323,San Pellegrino,1.49,1.82,Europe,Can,Sparkling,8.1,321,Well,Pharmacy,Online,23.6,Elderly,39032
PW1324,Voss,2.57,1.29,Africa,Can,Spring,7.75,151,Rainwater,Pharmacy,Offline,18,Elderly,19306
PW1325,Aquafina,3.64,1.01,North America,Box,Purified,7.25,156,Natural Spring,Convenience Store,Offline,10.3,Teenagers,44440
PW1326,Dasani,1.49,0.9,Europe,Pouch,Alkaline,6.14,336,Rainwater,Online,Online,14.5,Teenagers,17154
PW1327,Evian,1.21,0.47,South America,Box,Mineral,6.58,328,Rainwater,Convenience Store,Online,7.9,Children,12999
PW1328,Fiji,1.54,0.28,Asia,Bottle,Spring,8.26,423,Natural Spring,Wholesale,Offline,23.7,Elderly,2875
PW1329,Smartwater,2.76,0.6,North America,Bottle,Purified,8.94,372,Natural Spring,Convenience Store,Offline,16.1,Teenagers,28083
PW1330,Perrier,2.21,1.98,North America,Pouch,Alkaline,6.51,211,Well,Pharmacy,Offline,6.3,Adults,28144
PW1331,Evian,4.58,0.46,North America,Box,Alkaline,7.04,324,Filtered,Pharmacy,Online,11.3,Elderly,23812
PW1332,Fiji,1.96,0.98,North America,Box,Distilled,7.37,225,Municipal,Wholesale,Online,4.7,Elderly,1725
PW1333,Fiji,1.44,1.72,South America,Pouch,Distilled,6.62,270,Municipal,Convenience Store,Online,18.6,Elderly,9889
PW1334,Nestle Pure Life,0.55,1.03,Asia,Box,Spring,8.28,319,Filtered,Online,Offline,22.1,Children,18956
PW1335,Fiji,2.91,1.54,Asia,Pouch,Sparkling,8.41,325,Municipal,Supermarket,Online,18,Children,8893
PW1336,Dasani,0.5,1.71,Australia,Pouch,Alkaline,6.27,301,Municipal,Wholesale,Online,11.6,Elderly,27249
PW1337,Evian,2.31,0.79,Asia,Box,Sparkling,8.59,142,Rainwater,Convenience Store,Offline,5.4,Elderly,34618
PW1338,Evian,2.12,0.23,South America,Box,Spring,8.56,138,Natural Spring,Convenience Store,Online,22.8,Children,20480
PW1339,Aquafina,4.25,1.37,Asia,Pouch,Sparkling,8.53,62,Municipal,Online,Online,13.4,Elderly,33620
PW1340,Dasani,4.18,0.8,Europe,Pouch,Spring,7.41,310,Well,Online,Offline,23.4,Children,48694
PW1341,Dasani,1.89,1.34,North America,Can,Purified,7.62,374,Municipal,Wholesale,Offline,15.2,Elderly,5526
PW1342,Dasani,2.34,1.71,Africa,Box,Spring,7.99,367,Rainwater,Convenience Store,Online,12.8,Adults,36992
PW1343,Perrier,3.8,0.77,Africa,Bottle,Distilled,7.64,181,Natural Spring,Wholesale,Online,14,Adults,21400
PW1344,Voss,3.09,1.96,South America,Pouch,Spring,7.63,155,Filtered,Pharmacy,Offline,8.6,Elderly,37140
PW1345,Dasani,4.76,0.92,Europe,Pouch,Distilled,8,102,Rainwater,Online,Offline,9.2,Teenagers,42061
PW1346,Nestle Pure Life,3.31,1.06,North America,Can,Distilled,8.77,495,Rainwater,Supermarket,Online,20.2,Adults,28685
PW1347,Nestle Pure Life,2.35,1.85,Africa,Box,Distilled,7.24,89,Municipal,Online,Offline,17.9,Children,27119
PW1348,Evian,2.2,0.92,Asia,Pouch,Mineral,8.83,137,Rainwater,Pharmacy,Online,7.6,Teenagers,29681
PW1349,Fiji,3.35,1.32,Asia,Pouch,Mineral,7.1,171,Municipal,Online,Offline,23.6,Elderly,38063
PW1350,Voss,0.67,0.87,Australia,Can,Purified,8.72,313,Municipal,Supermarket,Offline,9.7,Adults,32409
PW1351,Perrier,3.03,1.63,Asia,Bottle,Purified,8.8,51,Rainwater,Wholesale,Online,9.7,Adults,36231
PW1352,Fiji,1.64,0.22,Africa,Pouch,Purified,8.56,248,Filtered,Supermarket,Online,7.1,Teenagers,827
PW1353,Evian,2.65,1.63,Africa,Can,Sparkling,8.17,156,Filtered,Online,Online,24.5,Teenagers,30130
PW1354,Evian,2.02,0.94,Asia,Pouch,Purified,7.58,263,Filtered,Wholesale,Online,24.2,Teenagers,48782
PW1355,Dasani,2.26,1.25,Europe,Box,Mineral,8.51,271,Rainwater,Supermarket,Offline,5.2,Elderly,14999
PW1356,Nestle Pure Life,2.57,1.89,Europe,Pouch,Distilled,7.31,152,Municipal,Online,Offline,9.4,Elderly,6649
PW1357,Fiji,2.1,0.4,Australia,Box,Alkaline,7.89,244,Well,Online,Offline,9,Children,42207
PW1358,Evian,1.88,0.57,Australia,Can,Sparkling,7.89,188,Municipal,Wholesale,Offline,10.8,Adults,2546
PW1359,San Pellegrino,2.16,1.92,Africa,Can,Distilled,7.95,188,Filtered,Wholesale,Online,15.1,Teenagers,20109
PW1360,Perrier,2.9,0.5,Africa,Box,Spring,6.25,168,Rainwater,Online,Online,10.2,Teenagers,4851
PW1361,Nestle Pure Life,0.53,0.7,Australia,Can,Distilled,8.21,268,Municipal,Online,Online,9.3,Children,27151
PW1362,Voss,2.78,0.62,Europe,Can,Mineral,8.53,421,Natural Spring,Supermarket,Online,21.7,Teenagers,28183
PW1363,San Pellegrino,3.38,1.29,North America,Pouch,Mineral,6.91,362,Municipal,Convenience Store,Offline,4,Elderly,27666
PW1364,San Pellegrino,4.68,0.85,South America,Bottle,Distilled,8.04,378,Municipal,Online,Offline,10.3,Children,17238
PW1365,Evian,1.57,0.87,Australia,Box,Mineral,8.28,401,Well,Pharmacy,Online,15.2,Children,48372
PW1366,Smartwater,4.6,1.38,South America,Can,Purified,7.87,193,Rainwater,Pharmacy,Online,8.2,Children,30120
PW1367,Voss,1.43,1.91,North America,Pouch,Spring,6.68,276,Well,Pharmacy,Offline,18.1,Adults,41917
PW1368,Voss,0.68,1.47,Africa,Pouch,Spring,6.47,489,Filtered,Convenience Store,Online,21.5,Children,11703
PW1369,Dasani,3.25,1.4,Africa,Can,Mineral,6.11,76,Municipal,Wholesale,Online,10.4,Teenagers,18944
PW1370,Perrier,3.5,1.45,South America,Can,Sparkling,6.14,420,Municipal,Supermarket,Offline,5.1,Teenagers,6873
PW1371,Nestle Pure Life,0.65,1.13,Asia,Pouch,Sparkling,7.35,427,Municipal,Convenience Store,Online,18.2,Elderly,3746
PW1372,Dasani,4.86,1.62,North America,Bottle,Alkaline,8.06,345,Natural Spring,Convenience Store,Online,17.3,Children,39564
PW1373,Fiji,3.33,0.23,North America,Bottle,Mineral,7.21,127,Municipal,Convenience Store,Online,19.2,Adults,10812
PW1374,Voss,1.67,1.62,Asia,Bottle,Alkaline,6.77,215,Rainwater,Wholesale,Online,9.2,Teenagers,39640
PW1375,Perrier,4.02,1.65,Europe,Box,Distilled,8.52,204,Municipal,Convenience Store,Offline,4.3,Teenagers,30752
PW1376,Nestle Pure Life,1.94,0.86,Africa,Bottle,Mineral,7.35,312,Filtered,Supermarket,Online,19.5,Children,15184
PW1377,Smartwater,4.98,0.31,Europe,Bottle,Purified,7.96,206,Municipal,Wholesale,Online,18.2,Adults,47299
PW1378,Aquafina,4.31,0.59,Asia,Can,Sparkling,7.44,107,Rainwater,Pharmacy,Online,9.7,Children,45450
PW1379,Voss,1.13,1.28,Europe,Pouch,Sparkling,8.07,409,Filtered,Supermarket,Online,11.1,Teenagers,13017
PW1380,San Pellegrino,2.78,1.2,North America,Pouch,Spring,6.29,83,Natural Spring,Supermarket,Offline,13.9,Adults,48598
PW1381,San Pellegrino,4.59,0.21,Europe,Box,Mineral,8.11,93,Well,Online,Offline,7.2,Teenagers,24012
PW1382,Evian,3.03,0.21,Australia,Pouch,Mineral,7.04,208,Municipal,Convenience Store,Offline,15,Adults,46258
PW1383,Nestle Pure Life,3.47,1.65,Australia,Can,Spring,8.45,384,Municipal,Pharmacy,Offline,23.7,Elderly,21046
PW1384,Evian,0.71,1.12,Africa,Box,Spring,6.89,80,Municipal,Wholesale,Online,10.9,Elderly,27358
PW1385,Aquafina,4.23,1.09,Australia,Box,Purified,7.72,472,Municipal,Supermarket,Online,6,Adults,39902
PW1386,San Pellegrino,4.67,1.4,Africa,Pouch,Spring,7.92,243,Natural Spring,Convenience Store,Offline,18.8,Elderly,29492
PW1387,Aquafina,3.01,1.69,South America,Bottle,Spring,6.49,221,Rainwater,Pharmacy,Offline,15,Adults,2851
PW1388,Dasani,4.2,0.51,Australia,Can,Spring,8.76,205,Municipal,Online,Offline,12.9,Elderly,21706
PW1389,Nestle Pure Life,0.77,1.32,South America,Pouch,Purified,8.15,309,Filtered,Wholesale,Offline,12.1,Children,35088
PW1390,Fiji,1.53,1.75,Africa,Bottle,Sparkling,8.68,283,Well,Pharmacy,Online,20.8,Children,30336
PW1391,Fiji,4.85,1.16,Asia,Can,Mineral,6.39,217,Well,Convenience Store,Offline,7.2,Children,36553
PW1392,San Pellegrino,0.74,0.59,Asia,Bottle,Sparkling,6.89,288,Natural Spring,Convenience Store,Offline,9.8,Children,43651
PW1393,Dasani,2.07,1.72,South America,Bottle,Purified,6.85,102,Filtered,Convenience Store,Offline,24.3,Teenagers,21580
PW1394,Dasani,3.19,1.19,Europe,Pouch,Spring,7.03,348,Rainwater,Convenience Store,Offline,20.3,Adults,15804
PW1395,Smartwater,3.06,1.61,Africa,Bottle,Sparkling,6.06,159,Well,Online,Online,18.9,Elderly,45592
PW1396,Nestle Pure Life,2.42,0.76,Europe,Bottle,Sparkling,6.03,448,Rainwater,Wholesale,Offline,24.4,Adults,37324
PW1397,Fiji,2.5,1.69,Australia,Can,Alkaline,8.3,473,Municipal,Wholesale,Offline,12.6,Elderly,7616
PW1398,Aquafina,3.11,0.46,Australia,Pouch,Sparkling,6.15,443,Natural Spring,Pharmacy,Offline,18.7,Teenagers,29882
PW1399,Evian,2.23,0.27,Europe,Pouch,Purified,6.76,386,Municipal,Pharmacy,Offline,8.6,Elderly,13656
PW1400,Aquafina,3.5,0.89,Asia,Can,Spring,7.04,414,Rainwater,Pharmacy,Online,6.7,Adults,19813
PW1401,Voss,3.06,0.43,South America,Can,Spring,6.33,297,Municipal,Supermarket,Offline,5.6,Adults,28191
PW1402,Evian,4,1.17,Africa,Box,Distilled,8.75,158,Well,Supermarket,Online,22,Elderly,14169
PW1403,Aquafina,3.86,1.18,Europe,Box,Distilled,8.57,457,Municipal,Convenience Store,Offline,22.8,Adults,38621
PW1404,San Pellegrino,4.8,1.26,Europe,Box,Sparkling,6.19,117,Filtered,Supermarket,Offline,22.8,Children,30147
PW1405,Voss,2.51,1.43,Australia,Bottle,Distilled,8.29,186,Well,Pharmacy,Online,8,Children,19179
PW1406,Nestle Pure Life,1.26,0.86,Asia,Bottle,Distilled,6.74,448,Well,Online,Online,24.7,Children,47429
PW1407,San Pellegrino,3.34,0.91,Africa,Box,Sparkling,8.25,206,Filtered,Wholesale,Offline,11.2,Children,18196
PW1408,Nestle Pure Life,2.88,0.86,Africa,Pouch,Sparkling,7.05,499,Municipal,Convenience Store,Offline,12.4,Teenagers,22852
PW1409,San Pellegrino,1.67,1.82,South America,Pouch,Spring,8.56,307,Well,Wholesale,Offline,4.5,Teenagers,27650
PW1410,Fiji,1.72,1.98,Asia,Box,Distilled,8.27,124,Rainwater,Pharmacy,Offline,23,Teenagers,12154
PW1411,Smartwater,4.57,0.59,Asia,Can,Purified,7.35,158,Municipal,Supermarket,Offline,14.4,Children,5136
PW1412,Fiji,3.57,1.82,Asia,Pouch,Mineral,7.98,400,Natural Spring,Convenience Store,Online,5.9,Elderly,29027
PW1413,Voss,3.66,1.66,Africa,Pouch,Sparkling,8.53,218,Well,Wholesale,Offline,21.7,Adults,14307
PW1414,Perrier,3.37,1.93,North America,Bottle,Sparkling,6.75,279,Well,Supermarket,Online,12.4,Adults,46847
PW1415,Nestle Pure Life,3.02,0.95,South America,Pouch,Purified,6.89,181,Natural Spring,Convenience Store,Online,7.6,Teenagers,6804
PW1416,Voss,1.95,1.39,Africa,Can,Purified,7.4,449,Rainwater,Wholesale,Online,14.3,Adults,19729
PW1417,Evian,4.93,1.44,North America,Can,Alkaline,6.66,448,Filtered,Online,Offline,21.3,Teenagers,24561
PW1418,Fiji,2.16,1.7,South America,Pouch,Sparkling,6.7,324,Well,Supermarket,Online,13.6,Children,16905
PW1419,Perrier,4.64,0.91,Australia,Bottle,Mineral,8.18,126,Natural Spring,Supermarket,Online,10.4,Elderly,3539
PW1420,Aquafina,2.35,0.35,South America,Bottle,Sparkling,8.17,478,Well,Online,Online,13.7,Adults,47100
PW1421,Perrier,0.81,1.88,Asia,Can,Purified,6.06,62,Filtered,Convenience Store,Offline,6.9,Teenagers,2925
PW1422,Smartwater,3.84,0.57,South America,Bottle,Distilled,7.55,463,Municipal,Online,Online,23.4,Adults,11402
PW1423,Evian,2.61,0.93,Australia,Pouch,Spring,8.49,453,Natural Spring,Supermarket,Online,17,Teenagers,45591
PW1424,Perrier,4.52,0.26,South America,Can,Spring,7.23,224,Rainwater,Convenience Store,Online,19.8,Children,23606
PW1425,San Pellegrino,4.27,1.7,Asia,Box,Spring,6.74,317,Municipal,Convenience Store,Offline,15.3,Elderly,31009
PW1426,Dasani,3.56,0.27,North America,Can,Distilled,6.14,246,Well,Online,Online,17.2,Adults,1354
PW1427,San Pellegrino,3.53,1.42,Australia,Can,Sparkling,6.11,108,Municipal,Convenience Store,Offline,23.3,Elderly,17578
PW1428,San Pellegrino,3.59,0.68,North America,Can,Mineral,7.18,130,Municipal,Supermarket,Online,23.7,Elderly,3017
PW1429,San Pellegrino,4.9,0.52,Africa,Can,Alkaline,8.19,364,Rainwater,Convenience Store,Offline,7,Elderly,49081
PW1430,Aquafina,2.11,1.66,Australia,Can,Alkaline,6.62,260,Well,Wholesale,Online,9.9,Teenagers,11675
PW1431,Dasani,4.13,1.2,Asia,Bottle,Spring,6.95,386,Well,Pharmacy,Online,11.6,Adults,26230
PW1432,Smartwater,4.09,1.81,Asia,Box,Spring,7.6,398,Rainwater,Supermarket,Offline,24.8,Adults,28116
PW1433,Evian,2.28,1.62,Africa,Bottle,Mineral,7.34,106,Well,Pharmacy,Offline,8.8,Adults,31344
PW1434,Fiji,4.82,1.32,Asia,Bottle,Purified,7,492,Filtered,Wholesale,Online,12.2,Elderly,39588
PW1435,Evian,3.68,1.08,Australia,Bottle,Spring,7.63,373,Rainwater,Convenience Store,Offline,6.6,Children,33761
PW1436,Smartwater,0.65,0.38,Asia,Bottle,Distilled,7.07,373,Municipal,Convenience Store,Online,15.6,Children,28257
PW1437,Fiji,2.47,0.65,Australia,Can,Purified,8.69,494,Well,Supermarket,Offline,14.3,Teenagers,15877
PW1438,Nestle Pure Life,2.72,0.91,Asia,Can,Purified,6.5,66,Municipal,Wholesale,Offline,23.1,Adults,36479
